čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
cě̄nà	f. ā	c	Latvian:	cìens	[m o]	cě̄nà 
cě̄nà	f. ā	c	Other cognates:	ποινή	[f]	cě̄nà 
cě̄nìti	v.		cě̄nìti 		Grammatical information: v. 	cě̄nìti 
cě̄nìti	v.		Old Church Slavic:	cěniti	[verb]	cě̄nìti 
cě̄nìti	v.		Russian:	cenít'	[verb]	cě̄nìti 
cě̄nìti	v.		Czech:	ceniti	[verb]	cě̄nìti 
cě̄nìti	v.		Slovak:	cenit'	[verb]	cě̄nìti 
cě̄nìti	v.		Polish:	cenić	[verb]	cě̄nìti 
cě̄nìti	v.		Serbo-Croatian:	cijeniti	[verb]	cě̄nìti 
cě̄nìti	v.		Slovene:	cẹ́niti	[verb]	cě̄nìti 
cě̄nìti	v.		Bulgarian:	cenjá	[verb]	cě̄nìti 
cě̄nìti	v.		Lithuanian:	káininti	[verb]	cě̄nìti 
cě̄nìti	v.		Latvian:	cìenît	[verb]	cě̄nìti 
cě̄và	f. ā	b	cě̄và 		Grammatical information: f. ā 	cě̄và 
cě̄và	f. ā	b	Grammatical information:		Accent paradigm: b 	cě̄và 
cě̄và	f. ā	b	Russian:	cévka	[f ā]	cě̄và 
cě̄và	f. ā	b	Czech:	céva	[f ā]	cě̄và 
cě̄và	f. ā	b	Old Czech:	cěva	[f ā]	cě̄và 
cě̄và	f. ā	b	Slovak:	cieva	[f ā]	cě̄và 
cě̄và	f. ā	b	Upper Sorbian:	cywa	[f ā]	cě̄và 
cě̄và	f. ā	b	Serbo-Croatian:	cȋva	[f ā]	cě̄và 
cě̄và	f. ā	b	Slovene:	cẹ̑vka	[f ā]	cě̄và 
cě̄và	f. ā	b	Lithuanian:	šaivà	[f ā]	cě̄và 
cě̄và	f. ā	b	Latvian:	saĩva	[f ā]	cě̄và 
cě̄và	f. ā	b	Other cognates:	aṣṭhīvá(nt)-	[m]	cě̄và 
cě̑lъ	adj. o	c	cě̑lъ 		Grammatical information: adj. o 	cě̑lъ 
cě̑lъ	adj. o	c	Grammatical information:		Accent paradigm: c 	cě̑lъ 
cě̑lъ	adj. o	c	Old Church Slavic:	cělъ	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Russian:	célyj	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Old Russian:	kělъ	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Czech:	celý	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Slovak:	celý	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Polish:	caɫy	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Serbo-Croatian:	cȉo	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Slovene:	cẹ̑ɫ	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Bulgarian:	cjal	[adj o]	cě̑lъ 
cě̑lъ	adj. o	c	Old Prussian:	kailūstiskan	[Asgf]	cě̑lъ 
cě̑vь	f. i	c	cě̑vь 		Grammatical information: f. i 	cě̑vь 
cě̑vь	f. i	c	Grammatical information:		Accent paradigm: c 	cě̑vь 
cě̑vь	f. i	c	Russian:	kev'	[f i]	cě̑vь 
cě̑vь	f. i	c	Old Russian:	cěvь	[f i]	cě̑vь 
cě̑vь	f. i	c	Old Czech:	cěv	[f i]	cě̑vь 
cě̑vь	f. i	c	Serbo-Croatian:	cȉjev	[f i]	cě̑vь 
cě̑vь	f. i	c	Slovene:	cẹ̑v	[f i]	cě̑vь 
cě̑vь	f. i	c	Bulgarian:	cev	[f i]	cě̑vь 
cě	conj.		cě 		Grammatical information: conj. 	cě 
cě	conj.		Old Church Slavic:	cě	[conj]	cě 
cě	conj.		Church Slavic:	cě	[conj]	cě 
cě	conj.		Lithuanian:	kaĩ	[conj]	cě 
cě	conj.		Latvian:	kâ(i)	[conj]	cě 
cě	conj.		Old Prussian:	kai	[conj]	cě 
cělovàti	v.		cělovàti 		Grammatical information: v. 	cělovàti 
cělovàti	v.		Old Church Slavic:	cělovati	[verb]	cělovàti 
cělovàti	v.		Russian:	celovát'	[verb]	cělovàti 
cělovàti	v.		Czech:	celovati	[verb]	cělovàti 
cělovàti	v.		Slovak:	celovat'	[verb]	cělovàti 
cělovàti	v.		Polish:	caɫować	[verb]	cělovàti 
cělovàti	v.		Serbo-Croatian:	cjelòvati	[verb]	cělovàti 
cělovàti	v.		Slovene:	cẹlováti	[verb]	cělovàti 
cěstiti	v.		cěstiti 		Grammatical information: v. 	cěstiti 
cěstiti	v.		Old Church Slavic:	cěstiti	[verb]	cěstiti 
cěstiti	v.		Church Slavic:	cěstiti	[verb]	cěstiti 
cěstiti	v.		Slovene:	listje	[verb]	cěstiti 
cěstiti	v.		Lithuanian:	skaistùs	[adj u]	cěstiti 
cěstiti	v.		Latvian:	skaĩsts	[adj o]	cěstiti 
cěvьnica	f. jā		cěvьnica 		Grammatical information: f. jā 	cěvьnica 
cěvьnica	f. jā		Old Church Slavic:	cěvьnica	[f jā]	cěvьnica 
cěvьnica	f. jā		Czech:	cevnice	[f jā]	cěvьnica 
cěvьnica	f. jā		Serbo-Croatian:	cjevànica	[f ā]	cěvьnica 
cěvьnica	f. jā		Slovene:	cẹ̑vnica	[f jā]	cěvьnica 
dāvàti	v.		dāvàti 		Grammatical information: v. 	dāvàti 
dāvàti	v.		Old Church Slavic:	-davati	[verb]	dāvàti 
dāvàti	v.		Russian:	davát'	[verb]	dāvàti 
dāvàti	v.		Czech:	dávati	[verb]	dāvàti 
dāvàti	v.		Slovak:	dávat'	[verb]	dāvàti 
dāvàti	v.		Polish:	dawać	[verb]	dāvàti 
dāvàti	v.		Serbo-Croatian:	dávati	[verb]	dāvàti 
dāvàti	v.		Slovene:	dávati	[verb]	dāvàti 
dāvàti	v.		Bulgarian:	dávam	[verb]	dāvàti 
dāvàti	v.		Latvian:	dãvât	[verb]	dāvàti 
dāvàti	v.		Other cognates:	δίδωμι	[verb]	dāvàti 
dāvìti	v.	b	dāvìti 		Grammatical information: v. 	dāvìti 
dāvìti	v.	b	Grammatical information:		Accent paradigm: b 	dāvìti 
dāvìti	v.	b	Old Church Slavic:	daviti	[verb]	dāvìti 
dāvìti	v.	b	Russian:	davít'	[verb]	dāvìti 
dāvìti	v.	b	Czech:	dáviti	[verb]	dāvìti 
dāvìti	v.	b	Slovak:	dávit'	[verb]	dāvìti 
dāvìti	v.	b	Polish:	dawić	[verb]	dāvìti 
dāvìti	v.	b	Serbo-Croatian:	dáviti	[verb]	dāvìti 
dāvìti	v.	b	Slovene:	dáviti	[verb]	dāvìti 
dāvìti	v.	b	Bulgarian:	dávja	[verb]	dāvìti 
dāvìti	v.	b	Other cognates:	θαύλιος	[m]	dāvìti 
dīvìti	v.		dīvìti 		Grammatical information: v. 	dīvìti 
dīvìti	v.		Old Church Slavic:	diviti sę	[verb]	dīvìti 
dīvìti	v.		Russian:	divít'sja	[verb]	dīvìti 
dīvìti	v.		Czech:	diviti se	[verb]	dīvìti 
dīvìti	v.		Slovak:	divit' sa	[verb]	dīvìti 
dīvìti	v.		Polish:	dziwić	[verb]	dīvìti 
dīvìti	v.		Serbo-Croatian:	díviti se	[verb]	dīvìti 
dīvìti	v.		Bulgarian:	divjá	[verb]	dīvìti 
dūšà	f. jā	c	dūšà 		Grammatical information: f. jā 	dūšà 
dūšà	f. jā	c	Grammatical information:		Accent paradigm: c 	dūšà 
dūšà	f. jā	c	Old Church Slavic:	duša	[f jā]	dūšà 
dūšà	f. jā	c	Russian:	dušá	[f jā]	dūšà 
dūšà	f. jā	c	Czech:	duše	[f jā]	dūšà 
dūšà	f. jā	c	Slovak:	duša	[f jā]	dūšà 
dūšà	f. jā	c	Polish:	dusza	[f jā]	dūšà 
dūšà	f. jā	c	Serbo-Croatian:	dúša	[f jā]	dūšà 
dūšà	f. jā	c	Slovene:	dúša	[f jā]	dūšà 
dūšà	f. jā	c	Bulgarian:	dušá	[f jā]	dūšà 
dūšà	f. jā	c	Lithuanian:	daũsios	[Nompf ā]	dūšà 
dūšà	f. jā	c	Other cognates:	dius	[n]	dūšà 
dūrìti	v.	c	dūrìti 		Grammatical information: v. 	dūrìti 
dūrìti	v.	c	Grammatical information:		Accent paradigm: c 	dūrìti 
dūrìti	v.	c	Russian:	durít'	[verb]	dūrìti 
dūrìti	v.	c	Czech:	duřít sa	[verb]	dūrìti 
dūrìti	v.	c	Slovak:	durit'	[verb]	dūrìti 
dūrìti	v.	c	Polish:	durzyć	[verb]	dūrìti 
dūrìti	v.	c	Serbo-Croatian:	dúriti se	[verb]	dūrìti 
dūrìti	v.	c	Slovene:	dúriti	[verb]	dūrìti 
dūxàti	v.	b	dūxàti 		Grammatical information: v. 	dūxàti 
dūxàti	v.	b	Grammatical information:		Accent paradigm: b 	dūxàti 
dūxàti	v.	b	Old Church Slavic:	duxati	[verb]	dūxàti 
dūxàti	v.	b	Czech:	douchati	[verb]	dūxàti 
dūxàti	v.	b	Slovak:	dúchat'	[verb]	dūxàti 
dūxàti	v.	b	Polish:	duchać	[verb]	dūxàti 
dūxàti	v.	b	Serbo-Croatian:	dúhati	[verb]	dūxàti 
dūxàti	v.	b	Slovene:	dúhati	[verb]	dūxàti 
dūxàti	v.	b	Bulgarian:	duxam	[verb]	dūxàti 
dūxàti	v.	b	Lithuanian:	dvė̃sti	[verb]	dūxàti 
dūxàti	v.	b	Latvian:	dvèst	[verb]	dūxàti 
dъždžь	m. jo	b	dъždžь 		Grammatical information: m. jo 	dъždžь 
dъždžь	m. jo	b	Grammatical information:		Accent paradigm: b 	dъždžь 
dъždžь	m. jo	b	Old Church Slavic:	dъždь	[m jo]	dъždžь 
dъždžь	m. jo	b	Russian:	dožd'	[m jo]	dъždžь 
dъždžь	m. jo	b	Czech:	déšt'	[m jo]	dъždžь 
dъždžь	m. jo	b	Old Czech:	déšč	[m jo]	dъždžь 
dъždžь	m. jo	b	Slovak:	dážd'	[m jo]	dъždžь 
dъždžь	m. jo	b	Polish:	deszcz	[m jo]	dъždžь 
dъždžь	m. jo	b	Old Polish:	deżdż	[m jo]	dъždžь 
dъždžь	m. jo	b	Slovincian:	dẽi̯šč	[m jo]	dъždžь 
dъždžь	m. jo	b	Upper Sorbian:	dešć	[m jo]	dъždžь 
dъždžь	m. jo	b	Serbo-Croatian:	dȃžd	[m o]	dъždžь 
dъždžь	m. jo	b	Slovene:	dǝ̀ž	[m jo]	dъždžь 
dъždžь	m. jo	b	Bulgarian:	dăžd	[m o]	dъždžь 
dъždžь	m. jo	b	Other cognates:	durdina-	[n]	dъždžь 
dъ̑lgъ	m. o	c	dъ̑lgъ 		Grammatical information: m. o 	dъ̑lgъ 
dъ̑lgъ	m. o	c	Grammatical information:		Accent paradigm: c 	dъ̑lgъ 
dъ̑lgъ	m. o	c	Old Church Slavic:	dъlgъ	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Russian:	dolg	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Czech:	dluh	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Slovak:	dlh	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Polish:	dɫug	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Serbo-Croatian:	dȗg	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Slovene:	dȏɫg	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Bulgarian:	dălg	[m o]	dъ̑lgъ 
dъ̑lgъ	m. o	c	Other cognates:	dulgs	[m]	dъ̑lgъ 
dъkti	f. r	c	dъkti 		Grammatical information: f. r 	dъkti 
dъkti	f. r	c	Grammatical information:		Accent paradigm: c 	dъkti 
dъkti	f. r	c	Old Church Slavic:	dъšti	[f r]	dъkti 
dъkti	f. r	c	Russian:	doč'	[f r]	dъkti 
dъkti	f. r	c	Old Czech:	dci	[f r]	dъkti 
dъkti	f. r	c	Serbo-Croatian:	kćȋ	[f r]	dъkti 
dъkti	f. r	c	Slovene:	hčȋ	[f r]	dъkti 
dъkti	f. r	c	Lithuanian:	duktė̃	[f r]	dъkti 
dъkti	f. r	c	Old Prussian:	duckti	[f]	dъkti 
dъkti	f. r	c	Other cognates:	duhitár-	[f]	dъkti 
dъnò	n. o	b	dъnò 		Grammatical information: n. o 	dъnò 
dъnò	n. o	b	Grammatical information:		Accent paradigm: b 	dъnò 
dъnò	n. o	b	Old Church Slavic:	dъno	[n o]	dъnò 
dъnò	n. o	b	Russian:	dno	[n o]	dъnò 
dъnò	n. o	b	Czech:	dno	[n o]	dъnò 
dъnò	n. o	b	Polish:	dno	[n o]	dъnò 
dъnò	n. o	b	Serbo-Croatian:	dnȍ	[n o]	dъnò 
dъnò	n. o	b	Slovene:	dnọ̀	[n o]	dъnò 
dъnò	n. o	b	Bulgarian:	dắno	[n o]	dъnò 
dъnò	n. o	b	Lithuanian:	dùgnas	[m o]	dъnò 
dъva	num.		d(ъ)va 		Grammatical information: num. 	d(ъ)va 
dъva	num.		Old Church Slavic:	dъva	[num]	d(ъ)va 
dъva	num.		Russian:	dva	[num]	d(ъ)va 
dъva	num.		Czech:	dva	[num]	d(ъ)va 
dъva	num.		Polish:	dwa	[num]	d(ъ)va 
dъva	num.		Slovincian:	dvã	[num]	d(ъ)va 
dъva	num.		Serbo-Croatian:	dvȃ	[num]	d(ъ)va 
dъva	num.		Slovene:	dvȃ	[num]	d(ъ)va 
dъva	num.		Bulgarian:	dva	[num]	d(ъ)va 
dъva	num.		Lithuanian:	dù	[num]	d(ъ)va 
dъva	num.		Other cognates:	dvā́	[num]	d(ъ)va 
dъvogubъ	adj. o		d(ъ)vogubъ; d(ъ)vogubьnъ 		Grammatical information: adj. o 	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Old Church Slavic:	d(ъ)vogubьnъ	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Church Slavic:	dvogubyj	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Old Russian:	dvogubyj	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Serbo-Croatian:	dvògub	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Slovene:	dvogùb	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Lithuanian:	dvìgubas	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubъ	adj. o		Old Prussian:	dwigubbus	[adj]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		d(ъ)vogubъ; d(ъ)vogubьnъ 		Grammatical information: adj. o 	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Old Church Slavic:	d(ъ)vogubьnъ	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Church Slavic:	dvogubyj	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Old Russian:	dvogubyj	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Serbo-Croatian:	dvògub	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Slovene:	dvogùb	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Lithuanian:	dvìgubas	[adj o]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvogubьnъ	adj. o		Old Prussian:	dwigubbus	[adj]	d(ъ)vogubъ; d(ъ)vogubьnъ 
dъvojь	num.		d(ъ)vojь 		Grammatical information: num. 	d(ъ)vojь 
dъvojь	num.		Old Church Slavic:	dъvoi	[adj jo]	d(ъ)vojь 
dъvojь	num.		Russian:	dvóe	[num jo]	d(ъ)vojь 
dъvojь	num.		Czech:	dvojí	[adj jo]	d(ъ)vojь 
dъvojь	num.		Polish:	dwoje	[num jo]	d(ъ)vojь 
dъvojь	num.		Serbo-Croatian:	dvȍji	[adj jo]	d(ъ)vojь 
dъvojь	num.		Slovene:	dvọ̑j	[adj jo]	d(ъ)vojь 
dъvojь	num.		Lithuanian:	dvejì	[num]	d(ъ)vojь 
dъvojь	num.		Other cognates:	dvayá-	[adj]	d(ъ)vojь 
dъxъ	m. o		dъxъ 		Grammatical information: m. o 	dъxъ 
dъxъ	m. o		Old Church Slavic:	dъxъ	[m o]	dъxъ 
dъxъ	m. o		Russian:	dox	[m o]	dъxъ 
dъxъ	m. o		Czech:	dech	[m o]	dъxъ 
dъxъ	m. o		Slovak:	dech	[m o]	dъxъ 
dъxъ	m. o		Polish:	dech	[m o]	dъxъ 
dъxъ	m. o		Serbo-Croatian:	dȃh	[m o]	dъxъ 
dъxъ	m. o		Slovene:	dàh	[m o]	dъxъ 
dъxъ	m. o		Bulgarian:	dăx	[m o]	dъxъ 
dъxъ	m. o		Lithuanian:	dùsas	[m o]	dъxъ 
dъxъ	m. o		Other cognates:	dius	[n]	dъxъ 
dъxnǫti	v.		dъxnǫti 		Grammatical information: v. 	dъxnǫti 
dъxnǫti	v.		Old Church Slavic:	dъxnǫti	[verb]	dъxnǫti 
dъxnǫti	v.		Russian:	doxnút'	[verb]	dъxnǫti 
dъxnǫti	v.		Czech:	d(e)chnouti	[verb]	dъxnǫti 
dъxnǫti	v.		Slovak:	dochnút'	[verb]	dъxnǫti 
dъxnǫti	v.		Polish:	tchnąć	[verb]	dъxnǫti 
dъxnǫti	v.		Serbo-Croatian:	dàhnuti	[verb]	dъxnǫti 
dъxnǫti	v.		Slovene:	dǝhníti	[verb]	dъxnǫti 
dъxnǫti	v.		Lithuanian:	dùsti	[verb]	dъxnǫti 
dъxnǫti	v.		Latvian:	dust	[verb]	dъxnǫti 
dь̀lgъ	adj. o	a	dь̀lgъ 		Grammatical information: adj. o 	dь̀lgъ 
dь̀lgъ	adj. o	a	Grammatical information:		Accent paradigm: a 	dь̀lgъ 
dь̀lgъ	adj. o	a	Old Church Slavic:	dlьgъ	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Russian:	dólgij	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Czech:	dlouhý	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Slovak:	dlhý	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Polish:	dɫugi	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Serbo-Croatian:	dȕg	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Slovene:	dȏlg	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Bulgarian:	dắlăg	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Lithuanian:	ìlgas	[adj o]	dь̀lgъ 
dь̀lgъ	adj. o	a	Latvian:	il̃gs	[adj o]	dь̀lgъ 
dь̑nь	m. n	c	dь̑nь 		Grammatical information: m. n 	dь̑nь 
dь̑nь	m. n	c	Grammatical information:		Accent paradigm: c 	dь̑nь 
dь̑nь	m. n	c	Old Church Slavic:	dьnь	[m n/jo]	dь̑nь 
dь̑nь	m. n	c	Russian:	den'	[m jo]	dь̑nь 
dь̑nь	m. n	c	Czech:	den	[m jo]	dь̑nь 
dь̑nь	m. n	c	Slovak:	deň	[m jo]	dь̑nь 
dь̑nь	m. n	c	Polish:	dzień	[m jo]	dь̑nь 
dь̑nь	m. n	c	Upper Sorbian:	dźeń	[m jo]	dь̑nь 
dь̑nь	m. n	c	Serbo-Croatian:	dȃn	[m o]	dь̑nь 
dь̑nь	m. n	c	Slovene:	dȃn	[m]	dь̑nь 
dь̑nь	m. n	c	Bulgarian:	den	[m o]	dь̑nь 
dь̑nь	m. n	c	Lithuanian:	dienà	[f ā]	dь̑nь 
dь̑nь	m. n	c	Latvian:	dìena	[f ā]	dь̑nь 
dь̑nь	m. n	c	Old Prussian:	deinan	[Accs]	dь̑nь 
dь̑nь	m. n	c	Other cognates:	madhyáṃ-dina-	[m]	dь̑nь 
dьbrь	f. i		dьbrь 		Grammatical information: f. i 	dьbrь 
dьbrь	f. i		Old Church Slavic:	dьbrь	[f i]	dьbrь 
dьbrь	f. i		Russian:	débri	[Nompf i]	dьbrь 
dьbrь	f. i		Old Czech:	debř	[f i]	dьbrь 
dьbrь	f. i		Old Polish:	debrz	[f i]	dьbrь 
dьbrь	f. i		Serbo-Croatian:	debri	[Nompf i]	dьbrь 
dьbrь	f. i		Slovene:	debǝr	[f i]	dьbrь 
dьbrь	f. i		Latvian:	dubra	[f ā]	dьbrь 
dьbrь	f. i		Other cognates:	diups	[adj]	dьbrь 
dьl̨a	prep.		děl̨a; děl̨ьma; děl̨a; dьl̨a 		Grammatical information: prep. 	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Old Church Slavic:	děl̨a	[postp]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Russian:	dlja	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Ukrainian:	diljá	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Old Czech:	dle	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Polish:	dla	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Old Polish:	dziela	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Serbo-Croatian:	dijel	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Slovene:	dẹ̀lj	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Lithuanian:	dė̃l	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьl̨a	prep.		Latvian:	dēl̨	[prep]	děl̨a; děl̨ьma; děl̨a; dьl̨a 
dьlь	f. i		dьlь 		Grammatical information: f. i 	dьlь 
dьlь	f. i		Czech:	dél	[f i]	dьlь 
dьlь	f. i		Old Czech:	dél	[f i]	dьlь 
dьlbiti	v.		dьlbiti 		Grammatical information: v. 	dьlbiti 
dьlbiti	v.		Russian:	dolbíti	[verb]	dьlbiti 
dьlbiti	v.		Serbo-Croatian:	dúbiti	[verb]	dьlbiti 
dьlbiti	v.		Other cognates:	delfan	[verb]	dьlbiti 
dьlgotà	f. ā		dьlgotà 		Grammatical information: f. ā 	dьlgotà 
dьlgotà	f. ā		Old Church Slavic:	dlъgota	[f ā]	dьlgotà 
dьlgotà	f. ā		Russian:	dolgotá	[f ā]	dьlgotà 
dьlgotà	f. ā		Slovincian:	dlägùŏtă	[f ā]	dьlgotà 
dьlgotà	f. ā		Serbo-Croatian:	dugòta	[f ā]	dьlgotà 
dьlgotà	f. ā		Slovene:	doɫgóta	[f ā]	dьlgotà 
dьliti	v.		dьliti 		Grammatical information: v. 	dьliti 
dьliti	v.		Old Church Slavic:	prodьljǫ	[1sg]	dьliti 
dьliti	v.		Russian:	dlít'sja	[verb]	dьliti 
dьliti	v.		Czech:	dlíti	[verb]	dьliti 
dьlti	v.		dьlti 		Grammatical information: v. 	dьlti 
dьlti	v.		Church Slavic:	dъlbsti	[verb]	dьlti 
dьlti	v.		Russian:	dolbíti	[verb]	dьlti 
dьlti	v.		Old Russian:	dъlbsti	[verb]	dьlti 
dьlti	v.		Czech:	dlbsti	[verb]	dьlti 
dьlti	v.		Slovak:	dĺbst'	[verb]	dьlti 
dьlti	v.		Serbo-Croatian:	dúpsti	[verb]	dьlti 
dьlti	v.		Slovene:	dóɫbsti	[verb]	dьlti 
dьlti	v.		Other cognates:	delfan	[verb]	dьlti 
dьly	f. ū		dьly 		Grammatical information: f. ū 	dьly 
dьly	f. ū		Church Slavic:	dьly	[f ū]	dьly 
dьly	f. ū		Bulgarian:	délva	[f ā]	dьly 
dьly	f. ū		Other cognates:	dōlium	[n]	dьly 
dьnьsь	adv.		dьnьsь 		Grammatical information: adv. 	dьnьsь 
dьnьsь	adv.		Old Church Slavic:	dьnьsь	[adv]	dьnьsь 
dьnьsь	adv.		Russian:	dnes'	[adv]	dьnьsь 
dьnьsь	adv.		Czech:	dnes	[adv]	dьnьsь 
dьnьsь	adv.		Slovak:	dnes	[adv]	dьnьsь 
dьnьsь	adv.		Serbo-Croatian:	dànas	[adv]	dьnьsь 
dьnьsь	adv.		Slovene:	dánǝs	[adv]	dьnьsь 
dьnьsь	adv.		Bulgarian:	dnes	[adv]	dьnьsь 
dьnьsь	adv.		Other cognates:	diēs	[f]	dьnьsь 
dьržati	v.	c	dьržati 		Grammatical information: v. 	dьržati 
dьržati	v.	c	Grammatical information:		Accent paradigm: c 	dьržati 
dьržati	v.	c	Old Church Slavic:	 drьžati	[verb]	dьržati 
dьržati	v.	c	Russian:	deržát'	[verb]	dьržati 
dьržati	v.	c	Czech:	držeti	[verb]	dьržati 
dьržati	v.	c	Slovak:	držat'	[verb]	dьržati 
dьržati	v.	c	Polish:	dzierż	[verb]	dьržati 
dьržati	v.	c	Serbo-Croatian:	dr̀žati	[verb]	dьržati 
dьržati	v.	c	Slovene:	dŕžati	[verb]	dьržati 
dьržati	v.	c	Bulgarian:	dăržá	[verb]	dьržati 
dьržati	v.	c	Other cognates:	dražaite	[verb]	dьržati 
dьrati	v.		dьrati 		Grammatical information: v. 	dьrati 
dьrati	v.		Old Church Slavic:	dьrati	[verb]	dьrati 
dьrati	v.		Russian:	drat'	[verb]	dьrati 
dьrati	v.		Czech:	dráti	[verb]	dьrati 
dьrati	v.		Slovak:	drat'	[verb]	dьrati 
dьrati	v.		Old Polish:	drać	[verb]	dьrati 
dьrati	v.		Serbo-Croatian:	dráti	[verb]	dьrati 
dьrati	v.		Slovene:	dę̑rati	[verb]	dьrati 
dьrati	v.		Bulgarian:	derá	[verb]	dьrati 
dьrati	v.		Lithuanian:	dìrti	[verb]	dьrati 
dьrati	v.		Latvian:	dìrât	[verb]	dьrati 
dьrati	v.		Other cognates:	dárti	[3sgaorinj]	dьrati 
dьrba	f. ā		dьrba 		Grammatical information: f. ā 	dьrba 
dьrba	f. ā		Russian:	derbá	[f ā]	dьrba 
dьrba	f. ā		Ukrainian:	dérba	[f ā]	dьrba 
dьrba	f. ā		Other cognates:	torfa	[f]	dьrba 
dьrbati	v.		dьrbati 		Grammatical information: v. 	dьrbati 
dьrbati	v.		Ukrainian:	dérbaty	[verb]	dьrbati 
dьrbati	v.		Czech:	drbati	[verb]	dьrbati 
dьrbati	v.		Slovak:	drbat'	[verb]	dьrbati 
dьrbati	v.		Other cognates:	torfa	[f]	dьrbati 
dьrgati	v.		dьrgati 		Grammatical information: v. 	dьrgati 
dьrgati	v.		Russian:	dërgat'	[verb]	dьrgati 
dьrgati	v.		Ukrainian:	dérhaty	[verb]	dьrgati 
dьrgati	v.		Czech:	drhati	[verb]	dьrgati 
dьrgati	v.		Polish:	dziergać	[verb]	dьrgati 
dьrgati	v.		Slovene:	dŕgati	[verb]	dьrgati 
dьrgati	v.		Lithuanian:	dìrginti	[verb]	dьrgati 
dьrgati	v.		Other cognates:	tiergan	[verb]	dьrgati 
dьrnǫti	v.		dьrnǫti 		Grammatical information: v. 	dьrnǫti 
dьrnǫti	v.		Russian:	dërnut'	[verb]	dьrnǫti 
dьrnǫti	v.		Czech:	drhnouti	[verb]	dьrnǫti 
dьrnǫti	v.		Slovak:	drhnút'	[verb]	dьrnǫti 
dьrnǫti	v.		Polish:	zadzierzgnąć	[verb]	dьrnǫti 
dьrnǫti	v.		Slovincian:	ʒìe̯řnȯų̯c	[verb]	dьrnǫti 
