oklam	[ˈoklam]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
klam	[ˈklam]
klamat	[ˈklamat]
klame	[ˈklamɛ]
klamme	[ˈklamɛ]
klamná analogie	[klamnaː analoɡɪjɛ]
klamný	[ˈklamniː]
klamte	[ˈklamtɛ]
klamu	[ˈklamu]
klamů	[ˈklamuː]
klamy	[ˈklamɪ]
klanět	[ˈklaɲɛt]
klapka	[ˈklapka]
Klára	[ˈklaːra]
klarinetista	[ˈklarɪnɛtɪsta]
klarinetistka	[ˈklarɪnɛtɪstka]
Klárinka	[ˈklaːrɪŋka]
Klárka	[ˈklaːrka]
klasa	[ˈklasa]
klasicismus	[ˈklasɪt͡sɪzmus]
klasický	/ˈklasɪt͡skiː/
klasifikace	[ˈklasɪfɪkat͡sɛ]
klasifikátor	[ˈklasɪfɪkaːtor]
klasifikovat	[ˈklasɪfɪkovat]
klasik	[ˈklasɪk]
klasika	[ˈklasɪka]
klást	[ˈklaːst]
klausovec	[ˈklau̯sovɛt͡s]
klausovský	[ˈklau̯sofskiː]
klaustrofobie	[ˈklau̯strofobɪjɛ]
Klausův	[ˈklau̯suːf]
klávesa	[ˈklaːvɛsa]
klávesnice	[ˈklaːvɛsɲɪt͡sɛ]
klávesová zkratka	[klaːvɛsovaː skratka]
klávesový	[ˈklaːvɛsoviː]
klávesy	[ˈklaːvɛsɪ]
klavír	/ˈklaviːr/
klavírista	[ˈklaviːrɪsta]
klavíristka	[ˈklaviːrɪstka]
Klářin	[ˈklaːr̝ɪn]
klášter	[ˈklaːʃtɛr]
klášterní	[ˈklaːʃtɛrɲiː]
Klášterní Hradisko	[klaːʃtɛrɲiː ɦraɟɪsko]
kle	[ˈklɛ]
klec	[ˈklɛt͡s]
klece	[ˈklɛt͡sɛ]
klech	[ˈklɛx]
klejotok	[ˈklɛjotok]
klejovka	[ˈklɛjofka]
klek	[ˈklɛk]
klekačka	[ˈklɛkat͡ʃka]
kleknout	[ˈklɛknou̯t]
kleku	[ˈklɛku]
kleků	[ˈklɛkuː]
klem	[ˈklɛm]
Klement	[ˈklɛmɛnt]
klenba	[ˈklɛnba]
klendra	[ˈklɛndra]
klení	[ˈklɛɲiː]
klenot	[ˈklɛnot]
klenotník	/ˈklɛ.nɔ.tɲiːk/
klenoty	[ˈklɛnotɪ]
klenutý	[ˈklɛnutiː]
Kleopatra	[ˈklɛopatra]
Kleopatřin	[ˈklɛopatr̝̊ɪn]
klepat	[ˈklɛpat]
klepeto	[ˈklɛpɛto]
klepítko	[ˈklɛpiːtko]
klepna	[ˈklɛpna]
klepnout	[ˈklɛpnou̯t]
klepsydra	[ˈklɛpsɪdra]
kleptoman	[ˈklɛptoman]
klesající	[ˈklɛsajiːt͡siː]
klesat	[ˈklɛsat]
klesnout	[ˈklɛsnou̯t]
kletba	[ˈklɛdba]
kleč	[ˈklɛt͡ʃ]
klečet	[ˈklɛt͡ʃɛt]
kleště	[ˈklɛʃcɛ]
klid	[ˈklɪt]
klide	[ˈklɪdɛ]
klidit	[ˈklɪɟɪt]
klidný	[ˈklɪdniː]
klidu	[ˈklɪdu]
klidů	[ˈklɪduː]
klidě	[ˈklɪɟɛ]
klik	[ˈklɪk]
klika	/ˈklɪka/
klikat	[ˈklɪkat]
kliknout	[ˈklɪknou̯t]
kliková hřídel	[klɪkovaː ɦr̝iːdɛl]
klikyhák	[ˈklɪkɪɦaːk]
klima	[ˈklɪma]
Klíma	[ˈkliːma]
klimatický	[ˈklɪmatɪt͡skiː]
klimatizace	/ˈklɪmatɪzat͡sɛ/
klimatizovat	[ˈklɪmatɪzovat]
klimatolog	[ˈklɪmatolok]
klimatologie	[ˈklɪmatoloɡɪjɛ]
klimatoložka	[ˈklɪmatoloʃka]
Klimeš	[ˈklɪmɛʃ]
klimoška	[ˈklɪmoʃka]
klín	[ˈkliːn]
klinický	[ˈklɪnɪt͡skiː]
klínopis	[ˈkliːnopɪs]
klínopisný	[ˈkliːnopɪsniː]
klínová dutina	[kliːnovaː ducɪna]
klínová kost	[kliːnovaː kost]
klínové písmo	[kliːnovɛː piːsmo]
klínový	[ˈkliːnoviː]
klípek	[ˈkliːpɛk]
klisna	[ˈklɪsna]
klít	[ˈkliːt]
klít jako pohan	[kliːt jako poɦan]
klitoris	[ˈklɪtorɪs]
klíč	[ˈkliːt͡ʃ]
klíček	[ˈkliːt͡ʃɛk]
klíčit	[ˈkliːt͡ʃɪt]
klička	[ˈklɪt͡ʃka]
kličkovat	[ˈklɪt͡ʃkovat]
klíční kost	[kliːt͡ʃɲiː kost]
klíčový	[ˈkliːt͡ʃoviː]
kliď	[ˈklɪc]
kliďas	[ˈklɪɟas]
klišé	[ˈklɪʃɛː]
klíště	[ˈkliːʃcɛ]
klíštěcí	[ˈkliːʃcɛt͡siː]
klíšťový	[ˈkliːʃcoviː]
klobása	[ˈklobaːsa]
klobouk	/ˈklobou̯k/
klobouk dolů	[klobou̯k doluː]
klobouček	[ˈklobou̯t͡ʃɛk]
kloboučník	[ˈklobou̯t͡ʃɲiːk]
klokan	[ˈklokan]
klokánek	[ˈklokaːnɛk]
klokaní	[ˈklokaɲiː]
klokanice	[ˈklokaɲɪt͡sɛ]
kloktadlo	[ˈkloktadlo]
kloktání	[ˈkloktaːɲiː]
kloktat	[ˈkloktat]
klomipramin	[ˈklomɪpramɪn]
klon	[ˈklon]
klonit	[ˈkloɲɪt]
klonovat	[ˈklonovat]
klopot	[ˈklopot]
kloub	[ˈklou̯p]
kloubák	[ˈklou̯baːk]
kloubový	[ˈklou̯boviː]
kloubový autobus	[klou̯boviː au̯tobus]
kloudný	[ˈklou̯dniː]
klouzat	[ˈklou̯zat]
klouzavý průměr	[klou̯zaviː pruːmɲɛr]
klouzačka	[ˈklou̯zat͡ʃka]
klouzek	[ˈklou̯zɛk]
klouček	[ˈklou̯t͡ʃɛk]
klozet	[ˈklozɛt]
klu	[Ëˆklu]
klů	[ˈkluː]
klub	/ˈklup/
klubíčko	[ˈklubiːt͡ʃko]
klubovna	[ˈklubovna]
kluci	[ˈklut͡sɪ]
kluk	[ˈkluk]
kluk jako buk	[kluk jako buk]
kluka	[Ëˆkluka]
klukovský	[ˈklukofskiː]
klům	[ˈkluːm]
klus	[Ëˆklus]
klusat	[ˈklusat]
kluzák	[ˈkluzaːk]
Kluzák	[ˈkluzaːk]
kluziště	/ˈklʊzɪʃcɛ/
kluzký	[ˈkluskiː]
kluzký jako úhoř	[kluskiː jako uːɦor̝̊]
klučík	[ˈklut͡ʃiːk]
klučičí	[ˈklut͡ʃɪt͡ʃiː]
Kluž	[ˈkluʃ]
kly	[ˈklɪ]
klystýr	[ˈklɪstiːr]
kmen	[ˈkmɛn]
kmenová buňka	[kmɛnovaː buɲka]
kmenový	[ˈkmɛnoviː]
kmenový zaměstnanec	[kmɛnoviː zamɲɛstnanɛt͡s]
kmet	[ˈkmɛt]
kmín	/kmiːn/
kmitání	[ˈkmɪtaːɲiː]
kmitat	[ˈkmɪtat]
kmitočet	[ˈkmɪtot͡ʃɛt]
kmoch	[ˈkmox]
kmotr	[ˈkmotr̩]
kmotra	[ˈkmotra]
kmotřička	[ˈkmotr̝̊ɪt͡ʃka]
knajpa	[ˈknajpa]
knedlík	/ˈknɛdliːk/
knedlíček	[ˈknɛdliːt͡ʃɛk]
kniha	/ˈkɲɪɦa/
knihař	[ˈkɲɪɦar̝̊]
knihařství	[ˈkɲɪɦar̝̊stviː]
knihkupec	[ˈkɲɪxkupɛt͡s]
knihkupectví	[ˈkɲɪxkupɛt͡stviː]
knihomol	[ˈkɲɪɦomol]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
knihopisný	[ˈkɲɪɦopɪsniː]
knihovna	/ˈkɲɪɦovna/
knihovní	[ˈkɲɪɦovɲiː]
knihovnice	[ˈkɲɪɦovɲɪt͡sɛ]
knihovnictví	[ˈkɲɪɦovɲɪt͡stviː]
knihovnictví a informační věda	[kɲɪɦovɲɪt͡stviː aɪnformat͡ʃɲiː vjɛda]
knihovník	[ˈkɲɪɦovɲiːk]
knihovnička	[ˈkɲɪɦovɲɪt͡ʃka]
knihtisk	[ˈkɲɪxcɪsk]
knír	/kɲiːr/
knírek	[ˈkɲiːrɛk]
kníže	[ˈkɲiːʒɛ]
knížecí	[ˈkɲiːʒɛt͡siː]
knížectví	[ˈkɲiːʒɛt͡stviː]
knížečka	[ˈkɲiːʒɛt͡ʃka]
knížka	[ˈkɲiːʃka]
knižní	[ˈkɲɪʒɲiː]
knižní vazba	[kɲɪʒɲiː vazba]
knížtička	[ˈkɲiːʃcɪt͡ʃka]
knoflík	[ˈknofliːk]
knoflíček	[ˈknofliːt͡ʃɛk]
knot	[ˈknot]
kněz	[ˈkɲɛs]
kněžka	[ˈkɲɛʃka]
kněžna	[ˈkɲɛʒna]
kněžnin	[ˈkɲɛʒɲɪn]
-ko	[ˈko]
koalice	[ˈkoalɪt͡sɛ]
koaliční	[ˈkoalɪt͡ʃɲiː]
kobercářský	[ˈkobɛrt͡saːr̝̊skiː]
koberec	[ˈkobɛrɛt͡s]
kobereček	[ˈkobɛrɛt͡ʃɛk]
koblih	[ˈkoblɪx]
kobliha	/ˈkoblɪɦa/
koblížek	[ˈkobliːʒɛk]
kobra	/kɔbra/
kobyla	[ˈkobɪla]
kobylí	[ˈkobɪliː]
kobylka	[ˈkobɪlka]
kobří	[ˈkobr̝iː]
kochal	[ˈkoxal]
kochala	[ˈkoxala]
kochalo	[ˈkoxalo]
kochaly	[ˈkoxalɪ]
kochán	[ˈkoxaːn]
kochat	[ˈkoxat]
Kocián	[ˈkot͡sɪaːn]
kocour	[ˈkot͡sou̯r]
kocourek	[ˈkot͡sou̯rɛk]
Kocourkov	[ˈkot͡sou̯rkof]
kocouří	[ˈkot͡sou̯r̝iː]
kocovina	[ˈkot͡sovɪna]
kód	/koːt/
Kodaň	[ˈkodaɲ]
Kodaňan	[ˈkodaɲan]
kodek	[ˈkodɛk]
kodex	[ˈkodɛks]
kodifikace	[ˈkodɪfɪkat͡sɛ]
kodifikovat	[ˈkodɪfɪkovat]
kódování	[ˈkoːdovaːɲiː]
kódovaný	[ˈkoːdovaniː]
koenzym	[ˈkoɛnzɪm]
koevoluce	[ˈkoɛvolut͡sɛ]
koexistence	[ˈkoɛksɪstɛnt͡sɛ]
koexistovat	[ˈkoɛksɪstovat]
koga	[ˈkoɡa]
kogentní	[ˈkoɡɛntɲiː]
kogna	[ˈkoɡna]
kognitivní	[ˈkoɡnɪtɪvɲiː]
kognitivní psychologie	[koɡnɪtɪvɲiː psɪxoloɡɪjɛ]
kognitivní terapie	[koɡnɪtɪvɲiː tɛrapɪjɛ]
kognitivní věda	[koɡnɪtɪvɲiː vjɛda]
koherence	/ˈkɔɦɛrɛnt͡sɛ/
koherentní	[ˈkoɦɛrɛntɲiː]
koheze	/ˈkɔɦɛzɛ/
kohorta	[ˈkoɦorta]
kohout	/ˈkohou̯t/
Kohout	[ˈkoɦou̯t]
kohoutek	/ˈkohou̯tɛk/
kohoutí	[ˈkoɦou̯ciː]
kohoutková voda	[koɦou̯tkovaː voda]
kohoutův	[ˈkoɦou̯tuːf]
koincidence	[ˈkoɪnt͡sɪdɛnt͡sɛ]
koj	[Ëˆkoj]
kóje	[ˈkoːjɛ]
kojen	[ˈkojɛn]
kojenec	[ˈkojɛnɛt͡s]
kojenecký	[ˈkojɛnɛt͡skiː]
kojeni	[ˈkojɛɲɪ]
kojení	[ˈkojɛɲiː]
kojí	[ˈkojiː]
kojit	[ˈkojɪt]
kojot	/ˈkojot/
koketa	[ˈkokɛta]
koketerie	[ˈkokɛtɛrɪjɛ]
koketka	[ˈkokɛtka]
koketovat	[ˈkokɛtovat]
kokodák	[ˈkokodaːk]
kokos	/ˈkokos/
kokosové mléko	[kokosovɛː mlɛːko]
kokosovník	[ˈkokosovɲiːk]
kokosový	[ˈkokosoviː]
kokot	/ˈko.kot/
kokota	[ˈkokota]
kokote	[ˈkokotɛ]
kokoti	[ˈkokocɪ]
kokotina	[ˈkokocɪna]
kokotu	[ˈkokotu]
kokrhání	[ˈkokr̩ɦaːɲiː]
kokrhat	[ˈkokr̩ɦat]
koks	/kɔks/
koktání	[ˈkoktaːɲiː]
koktat	[ˈkoktat]
kol	[Ëˆkol]
kolaborace	[ˈkolaborat͡sɛ]
kolaborant	[ˈkolaborant]
kolaborovat	[ˈkolaborovat]
	
kolagen	[ˈkolaɡɛn]
kolagenní	[ˈkolaɡɛɲiː]
kolaterál	[ˈkolatɛraːl]
kolaterální	[ˈkolatɛraːlɲiː]
kolaterální oběh	[kolatɛraːlɲiː objɛx]
kolaudace	/ˈkɔlaʊ̯dat͡sɛ/
koláč	/ˈkolaːt͡ʃ/
koláče	[ˈkolaːt͡ʃɛ]
koláček	[ˈkolaːt͡ʃɛk]
koláči	[ˈkolaːt͡ʃɪ]
koláčový	[ˈkolaːt͡ʃoviː]
koláčový graf	[kolaːt͡ʃoviː ɡraf]
Kolář	[ˈkolaːr̝̊]
kolář	[ˈkolaːr̝̊]
kolcích	[ˈkolt͡siːx]
kole	[ˈkolɛ]
kolébat	[ˈkolɛːbat]
kolébka	[ˈkolɛːpka]
kolech	[ˈkolɛx]
koleda	[ˈkolɛda]
kolega	/ˈkolɛɡa/
kolegyně	/ˈkolɛɡɪɲɛ/
kolej	/ˈkolɛj/
kolejní	[ˈkolɛjɲiː]
kolejnice	[ˈkolɛjɲɪt͡sɛ]
kolejnička	[ˈkolɛjɲɪt͡ʃka]
kolek	/ˈkolɛk/
kolekce	[ˈkolɛkt͡sɛ]
kolektivismus	[ˈkolɛktɪvɪzmus]
kolektivista	[ˈkolɛktɪvɪsta]
kolektivistický	[ˈkolɛktɪvɪstɪt͡skiː]
kolektivní	[ˈkolɛktɪvɲiː]
kolektivní nevědomí	[kolɛktɪvɲiː nɛvjɛdomiː]
kolem	[ˈkolɛm]
kolen	[ˈkolɛn]
kolena	[ˈkolɛna]
kolene	[ˈkolɛnɛ]
koleni	[ˈkolɛɲɪ]
koleno	/ˈkolɛno/
kolenu	[ˈkolɛnu]
koleny	[ˈkolɛnɪ]
koleně	[ˈkolɛɲɛ]
koleso	[ˈkolɛso]
kolesový parník	[kolɛsoviː parɲiːk]
kolečko	[ˈkolɛt͡ʃko]
kolibří	[ˈkolɪbr̝iː]
kolibřík	/ˈkɔ.lɪ.br̝iːk/
kolibřičí	[ˈkolɪbr̝ɪt͡ʃiː]
koliha	[ˈkolɪɦa]
kolik	/ˈkolɪk/
kolík	[ˈkoliːk]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
kolik to stojí?	[kolɪk to stojiː]
kolika	[ˈkolɪka]
kolikátý	/kɔlɪkaːtiː/
kolikrát	[ˈkolɪkraːt]
Kolín	[ˈkoliːn]
kolínka	[ˈkoliːŋka]
kolísat	[ˈkoliːsat]
kolíček	[ˈkoliːt͡ʃɛk]
kolíček na prádlo	[koliːt͡ʃɛk na praːdlo]
kolkem	[ˈkolkɛm]
kolku	[ˈkolku]
kolků	[ˈkolkuː]
kolkům	[ˈkolkuːm]
kolky	[ˈkolkɪ]
kolmice	[ˈkolmɪt͡sɛ]
Kolmogorovova složitost	[kolmoɡorovova sloʒɪtost]
kolmý	[ˈkolmiː]
kolník	[ˈkolɲiːk]
kolo	/ˈkolo/
koloběžka	[ˈkolobjɛʃka]
kolokace	[ˈkolokat͡sɛ]
kolomaz	[ˈkolomas]
Kolombo	[ˈkolombo]
kolona	[kolona]
kolonizace	[ˈkolonɪzat͡sɛ]
kolonizovat	[ˈkolonɪzovat]
kolotoč	[ˈkolotot͡ʃ]
kolotočář	[ˈkolotot͡ʃaːr̝̊]
kolouch	[ˈkolou̯x]
koloušek	[ˈkolou̯ʃɛk]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
kolovrat	[ˈkolovrat]
kolovrátek	[ˈkolovraːtɛk]
kolt	[ˈkolt]
kolu	[Ëˆkolu]
kolům	[ˈkoluːm]
Kolumbie	[ˈkolumbɪjɛ]
Kolumbijec	[ˈkolumbɪjɛt͡s]
Kolumbijka	[ˈkolumbɪjka]
kolumbijský	[ˈkolumbɪjskiː]
Kolumbův	[ˈkolumbuːf]
koly	[ˈkolɪ]
kolčava	[ˈkolt͡ʃava]
kolčaví	[ˈkolt͡ʃaviː]
Komanč	[ˈkomant͡ʃ]
komanč	[ˈkomant͡ʃ]
komár	[ˈkomaːr]
Komárek	[ˈkomaːrɛk]
komáří	[ˈkomaːr̝iː]
kombajn	[ˈkombajn]
kombajnér	[ˈkombajnɛːr]
kombinace	[ˈkombɪnat͡sɛ]
kombinatorika	[ˈkombɪnatorɪka]
kombinéza	[ˈkombɪnɛːza]
kombinovat	[ˈkombɪnovat]
komedie	[ˈkomɛdɪjɛ]
komentátor	[ˈkomɛntaːtor]
komentátorka	[ˈkomɛntaːtorka]
komentář	[ˈkomɛntaːr̝̊]
komentovat	[ˈkomɛntovat]
komenzál	[ˈkomɛnzaːl]
komenzalismus	[ˈkomɛnzalɪzmus]
komerční	[ˈkomɛrt͡ʃɲiː]
komerčně	[ˈkomɛrt͡ʃɲɛ]
komický	[ˈkomɪt͡skiː]
komik	[ˈkomɪk]
komiks	[ˈkomɪks]
komisař	[ˈkomɪsar̝̊]
komise	[ˈkomɪsɛ]
komoda	[ˈkomoda]
komodita	[ˈkomodɪta]
komoditní trh	[komodɪtɲiː tr̩x]
komolý	[ˈkomoliː]
komora	[ˈkomora]
komorský	[ˈkomorskiː]
Komory	[ˈkomorɪ]
komouš	[ˈkomou̯ʃ]
komoň	[ˈkomoɲ]
Komořan	[ˈkomor̝an]
komparace	/ˈkomparat͡sɛ/
komparativ	[ˈkomparatɪf]
kompas	[ˈkompas]
kompatriot	/ˈkɔmpatrɪʲɔt/
kompilace	[ˈkompɪlat͡sɛ]
kompilátor	[ˈkompɪlaːtor]
kompilovat	[ˈkompɪlovat]
komplementární	[ˈkomplɛmɛntaːrɲiː]
komplex	[ˈkomplɛks]
komplex méněcennosti	/ˈkɔmplɛks ˈmɛːɲɛˌtsɛnɔˌscɪ/
komplexita	[ˈkomplɛksɪta]
komplexní	[ˈkomplɛksɲiː]
komplexní číslo	[komplɛksɲiː t͡ʃiːslo]
komplexnost	[ˈkomplɛksnost]
komplikace	[ˈkomplɪkat͡sɛ]
komplikovaný	[ˈkomplɪkovaniː]
komplikovat	[ˈkomplɪkovat]
komponent	[ˈkomponɛnt]
komponenta	[ˈkomponɛnta]
komponista	[ˈkomponɪsta]
komponistka	[ˈkompoɲɪstka]
kompost	[Ëˆkompost]
kompostovat	[ˈkompostovat]
kompozitum	[ˈkompozɪtum]
komprese	[ˈkomprɛsɛ]
kompresní	[ˈkomprɛsɲiː]
kompresor	[ˈkomprɛsor]
komprimovat	[ˈkomprɪmovat]
kompromis	[ˈkompromɪs]
komsomol	[ˈkomsomol]
komu	[Ëˆkomu]
komu není rady, tomu není pomoci	[komu nɛɲiː radɪ tomu nɛɲiː pomot͡sɪ]
komuna	[ˈkomuna]
komunikace	[ˈkomunɪkat͡sɛ]
komunikativní	[ˈkomunɪkatɪvɲiː]
komunikátor	[ˈkomunɪkaːtor]
komunikační	[ˈkomunɪkat͡ʃɲiː]
komunikovat	[ˈkomunɪkovat]
komunismus	[ˈkomunɪzmus]
komunista	[ˈkomunɪsta]
komunistický	[ˈkomunɪstɪt͡skiː]
komunistobijec	[ˈkomunɪstobɪjɛt͡s]
komunita	[ˈkomuɲɪta]
komůrka	[ˈkomuːrka]
komutativní	[ˈkomutatɪvɲiː]
komutativní těleso	[komutatɪvɲiː cɛlɛso]
konat	[ˈkonat]
konce	[ˈkont͡sɛ]
koncem	[ˈkont͡sɛm]
koncentrace	[ˈkont͡sɛntrat͡sɛ]
koncentrák	[ˈkont͡sɛntraːk]
koncentrát	[ˈkont͡sɛntraːt]
koncentrační	[ˈkont͡sɛntrat͡ʃɲiː]
koncentrační tábor	[kont͡sɛntrat͡ʃɲiː taːbor]
koncentricita	[ˈkont͡sɛntrɪt͡sɪta]
koncentrický	[ˈkont͡sɛntrɪt͡skiː]
koncentrovaný	[ˈkont͡sɛntrovaniː]
koncentrovat	[ˈkont͡sɛntrovat]
koncepce	[ˈkont͡sɛpt͡sɛ]
koncept	[ˈkont͡sɛpt]
koncern	/ˈkont͡sɛrn/
koncernu	/ˈkont͡sɛrnu/
konci	[ˈkont͡sɪ]
koncové	[ˈkont͡sovɛː]
koncové světlo	[kont͡sovɛː svjɛtlo]
koncovka	[ˈkont͡sofka]
koncový	[ˈkont͡soviː]
koncový mozek	[kont͡soviː mozɛk]
koncový stav	[kont͡soviː staf]
koncový uživatel	[kont͡soviː uʒɪvatɛl]
konců	[ˈkont͡suː]
kondice	[ˈkondɪt͡sɛ]
kondor	[ˈkondor]
kondoří	[ˈkondor̝iː]
kondylom	[ˈkondɪlom]
konec	/ˈkonɛt͡s/
konec hry	[konɛt͡s ɦrɪ]
konec světa	[konɛt͡s svjɛta]
konejšit	[ˈkonɛjʃɪt]
konev	[ˈkonɛf]
koneček	[ˈkonɛt͡ʃɛk]
konečník	[ˈkonɛt͡ʃɲiːk]
konečnost	[ˈkonɛt͡ʃnost]
konečný	[ˈkonɛt͡ʃniː]
Konečný	[ˈkonɛt͡ʃniː]
konečný automat	[konɛt͡ʃniː au̯tomat]
konečně	/ˈkonɛt͡ʃɲɛ/
konfederace	[ˈkonfɛdɛrat͡sɛ]
konference	[ˈkonfɛrɛnt͡sɛ]
konfese	/ˈkɔnfɛsɛ/
konfidenční interval	[konfɪdɛnt͡ʃɲiː ɪntɛrval]
konfigurace	[ˈkonfɪɡurat͡sɛ]
konformace	[ˈkonformat͡sɛ]
konformismus	[ˈkonformɪzmus]
konformista	[ˈkonformɪsta]
konfrontační	[ˈkonfrontat͡ʃɲiː]
konfuze	[ˈkonfuzɛ]
konfuzní	[ˈkonfuzɲiː]
Kongo	[ˈkoŋɡo]
kongres	[ˈkoŋɡrɛs]
kongresman	[ˈkoŋɡrɛsman]
kongresmanka	[ˈkoŋɡrɛsmaŋka]
koni	[ˈkoɲɪ]
koní	[ˈkoɲiː]
koních	[ˈkoɲiːx]
konický	[ˈkonɪt͡skiː]
kónický	[ˈkoːnɪt͡skiː]
koník	[ˈkoɲiːk]
koním	[ˈkoɲiːm]
konipas	[ˈkoɲɪpas]
koníček	[ˈkoɲiːt͡ʃɛk]
konjugace	[ˈkonjuɡat͡sɛ]
konjugovat	[ˈkonjuɡovat]
konjunkce	[ˈkonjuŋkt͡sɛ]
konjunktiva	[ˈkonjuŋktɪva]
konjunktivitida	[ˈkonjuŋktɪvɪtɪda]
konjunktura	[ˈkonjuŋktura]
konkrétní	[ˈkoŋkrɛːtɲiː]
konkrétum	[ˈkoŋkrɛːtum]
konkubína	[ˈkoŋkubiːna]
konkurence	[ˈkoŋkurɛnt͡sɛ]
konkurenceschopnost	[ˈkoŋkurɛnt͡sɛsxopnost]
konkurenceschopný	[ˈkoŋkurɛnt͡sɛsxopniː]
konkurent	[ˈkoŋkurɛnt]
konkurenční	[ˈkoŋkurɛnt͡ʃɲiː]
konkurenční výhoda	[koŋkurɛnt͡ʃɲiː viːɦoda]
konkurovat	[ˈkoŋkurovat]
konopí	[ˈkonopiː]
konopka	[konopka]
konsonant	[ˈkonsonant]
konstanta	[ˈkonstanta]
Konstantin	[ˈkonstancɪn]
Konstantinopol	[ˈkonstancɪnopol]
konstantní	[ˈkonstantɲiː]
konstatovat	[ˈkonstatovat]
konstituce	[ˈkonstɪtut͡sɛ]
konstituční	[ˈkonstɪtut͡ʃɲiː]
konstrukce	[ˈkonstrukt͡sɛ]
konstruktor	[Ëˆkonstruktor]
kontakt	[ˈkontakt]
kontaktní	[ˈkontaktɲiː]
kontaktní čočka	[kontaktɲiː t͡ʃot͡ʃka]
kontaktolog	[ˈkontaktolok]
kontaktovat	[ˈkontaktovat]
kontaminace	[ˈkontamɪnat͡sɛ]
kontaminovat	[ˈkontamɪnovat]
kontejner	[ˈkontɛjnɛr]
kontext	/kɔntɛkst/
kontinent	[ˈkontɪnɛnt]
kontinentální	[ˈkontɪnɛntaːlɲiː]
kontinentální šelf	[kontɪnɛntaːlɲiː ʃɛlf]
konto	[ˈkonto]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
kontraband	/kɔntrabant/
kontrabas	[ˈkontrabas]
kontracepce	[ˈkontrat͡sɛpt͡sɛ]
kontraceptivum	[ˈkontrat͡sɛptɪvum]
kontracepční	[ˈkontrat͡sɛpt͡ʃɲiː]
kontradikce	[ˈkontradɪkt͡sɛ]
kontrahent	[ˈkontraɦɛnt]
kontrakt	[ˈkontrakt]
kontraproduktivní	[ˈkontraproduktɪvɲiː]
kontrarevoluce	[ˈkontrarɛvolut͡sɛ]
kontrast	[ˈkontrast]
kontrastní	[ˈkontrastɲiː]
