метража́ми	metražámi	[mʲɪtrɐˈʐamʲɪ]
ко́смосах	kósmosax	[ˈkosməsəx]
госпитализи́руя	gospitalizíruja	[ɡəspʲɪtəlʲɪˈzʲirʊjə]
оставля́ете	ostavljájete	[ɐstɐˈvlʲæ(j)ɪtʲe]
чу́вствуют	čúvstvujut	[ˈt͡ɕustvʊjʊt]
бисексуа́лам	bisɛksuálam	[bʲɪsɨksʊˈaləm]
долете́ла	doletéla	[dəlʲɪˈtʲelə]
мета́ет	metájet	[mʲɪˈta(j)ɪt]
альпи́йская га́лка	alʹpíjskaja gálka	[ɐlʲˈpʲijskəjə ˈɡalkə]
засе́иваемый	zaséivajemyj	[zɐˈsʲeɪvə(j)ɪmɨj]
колыха́емый	kolyxájemyj	[kəlɨˈxa(j)ɪmɨj]
кристаллизова́л	kristallizovál	[krʲɪstəlʲɪzɐˈval]
посове́туем	posovétujem	[pəsɐˈvʲetʊ(j)ɪm]
ла́рвам	lárvam	[ˈlarvəm]
ду́дка	dúdka	[ˈdutkə]
отклоня́юсь	otklonjájusʹ	[ɐtklɐˈnʲæjʉsʲ]
перевёртывай	perevjórtyvaj	[pʲɪrʲɪˈvʲɵrtɨvəj]
стыко́вках	stykóvkax	[stɨˈkofkəx]
полногла́сие	polnoglásije	[pəlnɐˈɡlasʲɪje]
храня́щийся	xranjáščijsja	[xrɐˈnʲæɕːɪjsʲə]
призрева́вший	prizrevávšij	[prʲɪzrʲɪˈvafʂɨj]
разлю́бленный	razljúblennyj	[rɐz⁽ʲ⁾ˈlʲublʲɪn(ː)ɨj]
заворо́тятся	zavorótjatsja	[zəvɐˈrotʲət͡sə]
двуру́чкам	dvurúčkam	[dvʊˈrut͡ɕkəm]
приста́нут	pristánut	[prʲɪˈstanʊt]
белошве́ек	belošvéjek	[bʲɪlɐʂˈvʲe(j)ɪk]
сигиллогра́фия	sigillográfija	[sʲɪɡʲɪlɐˈɡrafʲɪjə]
предубежде́нью	predubeždénʹju	[prʲɪdʊbʲɪʐˈdʲenʲjʊ]
обладминистра́циям	obladministrácijam	[ˌoblədmʲɪnʲɪˈstrat͡sɨjəm]
виолонче́лями	violončéljami	[vʲɪəlɐnʲˈt͡ɕelʲəmʲɪ]
прове́рчивал	provérčival	[prɐˈvʲert͡ɕɪvəl]
переска́занные	pereskázannyje	[pʲɪrʲɪˈskazən(ː)ɨje]
малахи́тами	malaxítami	[məlɐˈxʲitəmʲɪ]
продикту́ют	prodiktújut	[prədʲɪkˈtujʊt]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
шнуре́	šnuré	[ʂnʊˈrʲe]
оки́нет	okínet	[ɐˈkʲinʲɪt]
женоненави́стника	ženonenavístnika	[ˌʐɛnənʲɪnɐˈvʲisʲnʲɪkə]
катастрофи́чески	katastrofíčeski	[kətəstrɐˈfʲit͡ɕɪskʲɪ]
всыпа́йте	vsypájte	[fsɨˈpajtʲe]
поживу́	poživú	[pəʐɨˈvu]
выма́нивает	vymánivajet	[vɨˈmanʲɪvə(j)ɪt]
заявля́ть	zajavljátʹ	[zə(j)ɪˈvlʲætʲ]
земе́ль	zemélʹ	[zʲɪˈmʲelʲ]
познава́ло	poznaválo	[pəznɐˈvalə]
притупи́вши	pritupívši	[prʲɪtʊˈpʲifʂɨ]
крипто́ну	kriptónu	[krʲɪpˈtonʊ]
коси́тся	kosítsja	[kɐˈsʲit͡sːə]
пиджачка́м	pidžačkám	[pʲɪd͡ʐʐɐt͡ɕˈkam]
просмотре́вший	prosmotrévšij	[prəsmɐˈtrʲefʂɨj]
попры́гай	poprýgaj	[pɐˈprɨɡəj]
интересу́ясь	interesújasʹ	[ɪnʲtʲɪrʲɪˈsu(j)ɪsʲ]
перепры́гнувший	pereprýgnuvšij	[pʲɪrʲɪˈprɨɡnʊfʂɨj]
написа́ние	napisánije	[nəpʲɪˈsanʲɪje]
стези́	stezí	[sʲtʲɪˈzʲi]
шелохну́ть	šeloxnútʹ	[ʂɨlɐxˈnutʲ]
застро́ившийся	zastróivšijsja	[zɐˈstroɪfʂɨjsʲə]
автопробе́гами	avtoprobégami	[ɐftəprɐˈbʲeɡəmʲɪ]
отда́че	otdáče	[ɐˈdːat͡ɕe]
пробубни́м	probubním	[prəbʊbˈnʲim]
робе́вши	robévši	[rɐˈbʲefʂɨ]
ле́звие	lézvije	[ˈlʲezvʲɪje]
жа́риться	žáritʹsja	[ˈʐarʲɪt͡sə]
пристаёте	pristajóte	[prʲɪstɐˈjɵtʲe]
не́рвничав	nérvničav	[ˈnʲervnʲɪt͡ɕɪf]
пренебрежи́тельный	prenebrežítelʹnyj	[prʲɪnʲɪbrʲɪˈʐɨtʲɪlʲnɨj]
поворо́тами	povorótami	[pəvɐˈrotəmʲɪ]
символи́ческий	simvolíčeskij	[sʲɪmvɐˈlʲit͡ɕɪskʲɪj]
наслади́лось	nasladílosʹ	[nəslɐˈdʲiləsʲ]
		
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
артиллери́йских огне́й	artilleríjskix ognéj	[ɐrtʲɪlʲɪˈrʲijskʲɪx ɐɡˈnʲej]
цивилиза́циях	civilizácijax	[t͡sɨvʲɪlʲɪˈzat͡sɨjəx]
опёнков	opjónkov	[ɐˈpʲɵnkəf]
каца́пов	kacápov	[kɐˈt͡sapəf]
тшу́ву	tšúvu	[ˈt͡ʂʂuvʊ]
ба́йтов	bájtov	[ˈbajtəf]
паникёршею	panikjóršeju	[pənʲɪˈkʲɵrʂɨjʊ]
шту́рманов	štúrmanov	[ˈʂturmənəf]
тету́мы	tetúmy	[tʲɪˈtumɨ]
че́ствованиями	čéstvovanijami	[ˈt͡ɕestvəvənʲɪjəmʲɪ]
коровяки́	korovjakí	[kərəvʲɪˈkʲi]
пове́рился	povérilsja	[pɐˈvʲerʲɪls⁽ʲ⁾ə]
тре́скалось	tréskalosʹ	[ˈtrʲeskələsʲ]
те́шете	téšete	[ˈtʲeʂɨtʲe]
шаверму́	šavermú	[ʂəvʲɪrˈmu]
преклони́те	prekloníte	[prʲɪklɐˈnʲitʲe]
ле́звие	lézvije	[ˈlʲezvʲɪje]
автократи́ческий	avtokratíčeskij	[ɐftəkrɐˈtʲit͡ɕɪskʲɪj]
антисове́тчикам	antisovétčikam	[ɐnʲtʲɪsɐˈvʲet͡ɕːɪkəm]
ра́кша	rákša	[ˈrakʂə]
Уга́нда	Ugánda	[ʊˈɡandə]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
испа́нки	ispánki	[ɪˈspankʲɪ]
антресо́лей	antresólej	[ɐntrʲɪˈsolʲɪj]
нектари́не	nektaríne	[nʲɪktɐˈrʲinʲe]
пра́чку	práčku	[ˈprat͡ɕkʊ]
унижа́лся	unižálsja	[ʊnʲɪˈʐals⁽ʲ⁾ə]
одолже́ний	odolžénij	[ɐdɐlˈʐɛnʲɪj]
со́дранный	sódrannyj	[ˈsodrən(ː)ɨj]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
поврежда́ла	povreždála	[pəvrʲɪʐˈdalə]
ската́ете	skatájete	[skɐˈta(j)ɪtʲe]
вы́считать	výsčitatʹ	[ˈvɨɕːɪtətʲ]
эпоха́льный	epoxálʹnyj	[ɪpɐˈxalʲnɨj]
альтернати́вный	alʹtɛrnatívnyj	[ɐlʲtɨrnɐˈtʲivnɨj]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
переки́дывал	perekídyval	[pʲɪrʲɪˈkʲidɨvəl]
се́ссиею	séssijeju, sɛ́ssijeju	[ˈsʲesʲɪ(j)ɪjʊ]
ля́паем	ljápajem	[ˈlʲapə(j)ɪm]
первоку́рснику	pervokúrsniku	[pʲɪrvɐˈkurs⁽ʲ⁾nʲɪkʊ]
блуднико́в	bludnikóv	[blʊdʲnʲɪˈkof]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
подтвержда́лась	podtverždálasʹ	[pətːvʲɪrʐˈdaləsʲ]
потра́ченный	potráčennyj	[pɐˈtrat͡ɕɪn(ː)ɨj]
леваку́	levakú	[lʲɪvɐˈku]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
те́зой	tɛ́zoj	[ˈtɛzəj]
жук-оле́нь	žuk-olénʹ	[ˈʐuk ɐˈlʲenʲ]
противостоя́щий	protivostojáščij	[prətʲɪvəstɐˈjæɕːɪj]
окочене́ло	okočenélo	[ɐkət͡ɕɪˈnʲelə]
па́ртию	pártiju	[ˈpartʲɪjʊ]
вя́зов	vjázov	[ˈvʲazəf]
образу́ете	obrazújete	[ɐbrɐˈzu(j)ɪtʲe]
ужасну́вшись	užasnúvšisʹ	[ʊʐɐsˈnufʂɨsʲ]
бала́ндами	balándami	[bɐˈlandəmʲɪ]
сыщу́	syščú	[sɨˈɕːu]
раскрасне́лась	raskrasnélasʹ	[rəskrɐsʲˈnʲeləsʲ]
вя́зями	vjázjami	[ˈvʲæzʲəmʲɪ]
надъе́л	nadʺjél	[nɐdˈjel]
артри́там	artrítam	[ɐrˈtrʲitəm]
зажига́вшийся	zažigávšijsja	[zəʐɨˈɡafʂɨjsʲə]
ла́душка	láduška	[ˈladʊʂkə]
ньюйо́ркцах	nʹjujórkcax	[nʲjʉˈjɵrkt͡səx]
гни́лы	gníly	[ˈɡnʲilɨ]
предвари́ловкам	predvarílovkam	[prʲɪdvɐˈrʲiləfkəm]
ли́ственниц	lístvennic	[ˈlʲistvʲɪnʲ(ː)ɪt͡s]
доба́вьтесь	dobávʹtesʹ	[dɐˈbaf⁽ʲ⁾tʲɪsʲ]
окисле́ниях	okislénijax	[ɐkʲɪs⁽ʲ⁾ˈlʲenʲɪjəx]
амуле́ту	amulétu	[ɐmʊˈlʲetʊ]
пло́ские фля́жки	plóskije fljážki	[ˈploskʲɪje ˈflʲaʂkʲɪ]
прися́жными	prisjážnymi	[prʲɪˈsʲaʐnɨmʲɪ]
угожда́ть	ugoždátʹ	[ʊɡɐʐˈdatʲ]
бие́ния	bijénija	[bʲɪˈjenʲɪjə]
двенадцатиле́тии	dvenadcatilétii	[dvʲɪˌnat͡s(ː)ɨtʲɪˈlʲetʲɪɪ]
оттесня́ло	ottesnjálo	[ɐtʲːɪsʲˈnʲalə]
отвердева́вший	otverdevávšij	[ɐtvʲɪrdʲɪˈvafʂɨj]
крова́тками	krovátkami	[krɐˈvatkəmʲɪ]
рычажку́	ryčažkú	[rɨt͡ɕɪʂˈku]
пусти́вшийся	pustívšijsja	[pʊˈsʲtʲifʂɨjsʲə]
экстради́руют	ekstradírujut	[ɪkstrɐˈdʲirʊjʊt]
мод	mod	[mot]
та́нкерах	tánkerax	[ˈtankʲɪrəx]
размежева́ниям	razmeževánijam	[rəzmʲɪʐɨˈvanʲɪjəm]
си́нусу	sínusu	[ˈsʲinʊsʊ]
рассади́	rassadí	[rəsːɐˈdʲi]
переска́занною	pereskázannoju	[pʲɪrʲɪˈskazən(ː)əjʊ]
опыле́ния	opylénija	[ɐpɨˈlʲenʲɪjə]
конова́л	konovál	[kənɐˈval]
клуба́х	klubáx	[klʊˈbax]
допева́емый	dopevájemyj	[dəpʲɪˈva(j)ɪmɨj]
вы́плеснулась	výplesnulasʹ	[ˈvɨplʲɪsnʊləsʲ]
конгломера́та	konglomeráta	[kənɡləmʲɪˈratə]
подмётывайте	podmjótyvajte	[pɐdˈmʲɵtɨvəjtʲe]
аддо́нами	addónami	[ɐˈdonəmʲɪ]
вы́суни	výsuni	[ˈvɨsʊnʲɪ]
комеди́ен	komedíjen	[kəmʲɪˈdʲi(j)ɪn]
буди́льниками	budílʹnikami	[bʊˈdʲilʲnʲɪkəmʲɪ]
прихватиза́циями	prixvatizácijami	[prʲɪxvətʲɪˈzat͡sɨjəmʲɪ]
переска́занною	pereskázannoju	[pʲɪrʲɪˈskazən(ː)əjʊ]
у́мница	úmnica	[ˈumnʲɪt͡sə]
ка́мпуса	kámpusa	[ˈkampʊsə]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
меду́зах	medúzax	[mʲɪˈduzəx]
собью́тся	sobʹjútsja	[sɐˈb⁽ʲ⁾jut͡sːə]
дереву́шкою	derevúškoju	[dʲɪrʲɪˈvuʂkəjʊ]
суту́лишься	sutúlišʹsja	[sʊˈtulʲɪʂsʲə]
клоа́ки	kloáki	[klɐˈakʲɪ]
щита́м	ščitám	[ɕːɪˈtam]
испове́даться	ispovédatʹsja	[ɪspɐˈvʲedət͡sə]
брю́хе	brjúxe	[ˈbrʲʉxʲe]
безрабо́тными	bezrabótnymi	[bʲɪzrɐˈbotnɨmʲɪ]
заверше́нии	zaveršénii	[zəvʲɪrˈʂɛnʲɪɪ]
объявля́ло	obʺjavljálo	[ɐbjɪˈvlʲalə]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
взмока́ющий	vzmokájuščij	[vzmɐˈkajʉɕːɪj]
пятидесятиле́тний	pjatidesjatilétnij	[pʲɪˌtʲidʲɪsʲɪtʲɪˈlʲetʲnʲɪj]
лу́нным затме́ниям	lúnnym zatménijam	[ˈlunːɨm zɐtˈmʲenʲɪjəm]
ми́на-лову́шка	mína-lovúška	[ˈmʲinə lɐˈvuʂkə]
космоцентри́зм	kosmocentrízm	[kəsmət͡sɨnˈtrʲizm]
сконфу́зишься	skonfúzišʹsja	[skɐnˈfuzʲɪʂsʲə]
поту́хшим вулка́нам	potúxšim vulkánam	[pɐˈtuxʂɨm vʊlˈkanəm]
пилоти́руешь	pilotíruješʹ	[pʲɪlɐˈtʲirʊ(j)ɪʂ]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
уж	už	[uʂ]
бесце́нкам	bescénkam	[bʲɪˈst͡sɛnkəm]
кордо́на	kordóna	[kɐrˈdonə]
аутенти́чностями	autɛntíčnostjami	[ɐʊtɨnʲˈtʲit͡ɕnəsʲtʲəmʲɪ]
ба́шенке	bášenke	[ˈbaʂɨnkʲe]
натяни́сь	natjanísʹ	[nətʲɪˈnʲisʲ]
шпик	špik	[ʂpʲik]
ква́рки	kvárki	[ˈkvarkʲɪ]
нама́тываемый	namátyvajemyj	[nɐˈmatɨvə(j)ɪmɨj]
тридцатиуго́льнике	tridcatiugólʹnike	[trʲɪt͡s(ː)ɨtʲɪʊˈɡolʲnʲɪkʲe]
истоплю́	istopljú	[ɪstɐˈplʲu]
скача́в	skačáv	[skɐˈt͡ɕaf]
пригото́вилась	prigotóvilasʹ	[prʲɪɡɐˈtovʲɪləsʲ]
возмути́вший	vozmutívšij	[vəzmʊˈtʲifʂɨj]
перезвони́те	perezvoníte	[pʲɪrʲɪzvɐˈnʲitʲe]
клеветника́м	klevetnikám	[klʲɪvʲɪtʲnʲɪˈkam]
беспе́чностям	bespéčnostjam	[bʲɪˈspʲet͡ɕnəsʲtʲəm]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
хрено́вкам	xrenóvkam	[xrʲɪˈnofkəm]
отка́шливай	otkášlivaj	[ɐtˈkaʂlʲɪvəj]
бу́ркали	búrkali	[ˈburkəlʲɪ]
пира́ми	pirámi	[pʲɪˈramʲɪ]
честя́т	čestját	[t͡ɕɪˈsʲtʲat]
протоко́лам	protokólam	[prətɐˈkoləm]
почтёшься	počtjóšʹsja	[pɐt͡ɕˈtʲɵʂsʲə]
во́лгнете	vólgnete	[ˈvolɡnʲɪtʲe]
трансми́ссий	transmíssij	[trɐnsˈmʲisʲ(ː)ɪj]
градонача́льниках	gradonačálʹnikax	[ɡrədənɐˈt͡ɕælʲnʲɪkəx]
начина́юсь	načinájusʹ	[nət͡ɕɪˈnajʉsʲ]
акциони́рующий	akcionírujuščij	[ɐkt͡sɨɐˈnʲirʊjʉɕːɪj]
разгла́живайте	razgláživajte	[rɐzˈɡlaʐɨvəjtʲe]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
мексика́нцам	meksikáncam	[mʲɪksʲɪˈkant͡səm]
уве́шиваем	uvéšivajem	[ʊˈvʲeʂɨvə(j)ɪm]
гербици́д	gerbicíd	[ɡʲɪrbʲɪˈt͡sɨt]
чмо́кай	čmókaj	[ˈt͡ɕmokəj]
пра́здничку	prázdničku	[ˈprazʲnʲɪt͡ɕkʊ]
нала́дило	naládilo	[nɐˈladʲɪlə]
перебыва́ешь	perebyváješʹ	[pʲɪrʲɪbɨˈva(j)ɪʂ]
вытесня́емый	vytesnjájemyj	[vɨtʲɪsʲˈnʲæ(j)ɪmɨj]
продавщи́цы	prodavščícy	[prədɐfˈɕːit͡sɨ]
коди́ровании	kodírovanii	[kɐˈdʲirəvənʲɪɪ]
раскоше́лившись	raskošélivšisʹ	[rəskɐˈʂɛlʲɪfʂɨsʲ]
экономе́трики	ekonométriki	[ɪkənɐˈmʲetrʲɪkʲɪ]
маслобо́йнях	maslobójnjax	[məslɐˈbojnʲəx]
духа́ны	duxány	[dʊˈxanɨ]
сосе́дствовавший	sosédstvovavšij	[sɐˈsʲet͡stvəvəfʂɨj]
грязня́щий	grjaznjáščij	[ɡrʲɪzʲˈnʲæɕːɪj]
потре́скиваний	potréskivanij	[pɐˈtrʲeskʲɪvənʲɪj]
взаимоде́йствуете	vzaimodéjstvujete	[vzəɪmɐˈdʲejstvʊ(j)ɪtʲe]
задыша́ть	zadyšátʹ	[zədɨˈʂatʲ]
турбонадду́вы	turbonaddúvy	[ˌturbənɐˈdːuvɨ]
му́чьте	múčʹte	[ˈmut͡ɕtʲe]
подборо́дком	podboródkom	[pədbɐˈrotkəm]
деревору́бкою	derevorúbkoju	[ˌdʲerʲɪvɐˈrupkəjʊ]
понужда́й	ponuždáj	[pənʊʐˈdaj]
руте́нии	ruténii, rutɛ́nii	[rʊˈtʲenʲɪɪ]
мы́лом	mýlom	[ˈmɨləm]
пре́сно	présno	[ˈprʲesnə]
скрежета́ло	skrežetálo	[skrʲɪʐɨˈtalə]
надрыва́в	nadryváv	[nədrɨˈvaf]
броневика́	broneviká	[brənʲɪvʲɪˈka]
реце́пторами	recéptorami	[rʲɪˈt͡sɛptərəmʲɪ]
провора́чивай	provoráčivaj	[prəvɐˈrat͡ɕɪvəj]
отстегну́ла	otstegnúla	[ɐt͡sʲsʲtʲɪɡˈnulə]
систематизи́руют	sistematizírujut	[sʲɪsʲtʲɪmətʲɪˈzʲirʊjʊt]
кре́нделях	kréndeljax	[ˈkrʲenʲdʲɪlʲəx]
шпик	špik	[ʂpʲik]
стреля́ли	streljáli	[strʲɪˈlʲælʲɪ]
отмеча́ла	otmečála	[ɐtmʲɪˈt͡ɕalə]
весе́лью	vesélʹju	[vʲɪˈsʲelʲjʊ]
тюря́ги	tjurjági	[tʲʉˈrʲæɡʲɪ]
впи́тывает	vpítyvajet	[ˈf⁽ʲ⁾pʲitɨvə(j)ɪt]
переска́занных	pereskázannyx	[pʲɪrʲɪˈskazən(ː)ɨx]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
схва́тывай	sxvátyvaj	[ˈsxvatɨvəj]
залети́те	zaletíte	[zəlʲɪˈtʲitʲe]
анализа́тором	analizátorom	[ɐnəlʲɪˈzatərəm]
со́ки	sóki	[ˈsokʲɪ]
антиква́рку	antikvárku	[ɐnʲtʲɪkˈvarkʊ]
бро́шусь	bróšusʹ	[ˈbroʂʊsʲ]
верну́вшись	vernúvšisʹ	[vʲɪrˈnufʂɨsʲ]
темнота́	temnotá	[tʲɪmnɐˈta]
детерминати́ва	dɛtɛrminatíva	[dɨtɨrmʲɪnɐˈtʲivə]
расто́пят	rastópjat	[rɐˈstopʲət]
полоня́нах	polonjánax	[pəlɐˈnʲanəx]
громыха́л	gromyxál	[ɡrəmɨˈxal]
вогна́ть	vognátʹ	[vɐɡˈnatʲ]
кня́жат	knjážat	[ˈknʲaʐət]
уста́вами	ustávami	[ʊˈstavəmʲɪ]
домрабо́тницею	domrabótniceju	[dəmrɐˈbotʲnʲɪt͡sɨjʊ]
статья́х	statʹjáx	[stɐˈtʲjax]
сверли́вший	sverlívšij	[svʲɪrˈlʲifʂɨj]
тесле́	teslé	[tʲɪs⁽ʲ⁾ˈlʲe]
ми́нете	mínete	[ˈmʲinʲɪtʲe]
отгуля́йте	otguljájte	[ɐdɡʊˈlʲæjtʲe]
ча́вкающий	čávkajuščij	[ˈt͡ɕafkəjʉɕːɪj]
ра́мпу	rámpu	[ˈrampʊ]
обезле́сило	obezlésilo	[ɐbʲɪz⁽ʲ⁾ˈlʲesʲɪlə]
ока́лины	okáliny	[ɐˈkalʲɪnɨ]
аппети́тами	appetítami	[ɐpʲɪˈtʲitəmʲɪ]
трезв	trezv	[trʲesf]
накопле́нием	nakoplénijem	[nəkɐˈplʲenʲɪ(j)ɪm]
полиго́нов	poligónov	[pəlʲɪˈɡonəf]
десятиле́тиями	desjatilétijami	[dʲɪsʲɪtʲɪˈlʲetʲɪjəmʲɪ]
оттолкнётесь	ottolknjótesʹ	[ɐtːɐlkˈnʲɵtʲɪsʲ]
хореогра́фий	xoreográfij	[xərʲɪɐˈɡrafʲɪj]
позёре	pozjóre	[pɐˈzʲɵrʲe]
кровотече́ния	krovotečénija	[krəvətʲɪˈt͡ɕenʲɪjə]
ха́пающий	xápajuščij	[ˈxapəjʉɕːɪj]
На́стя	Nástja	[ˈnasʲtʲə]
островитя́н	ostrovitján	[ɐstrəvʲɪˈtʲan]
подло́жке	podlóžke	[pɐdˈloʂkʲe]
америкома́ний	amerikománij	[ɐmʲɪrʲɪkɐˈmanʲɪj]
аларми́стам	alarmístam	[ɐlɐrˈmʲistəm]
обита́ние	obitánije	[ɐbʲɪˈtanʲɪje]
		
абада́нцами	abadáncami	[ɐbɐˈdant͡səmʲɪ]
флоти́лий	flotílij	[flɐˈtʲilʲɪj]
ту́по	túpo	[ˈtupə]
записно́ю кни́жкою	zapisnóju knížkoju	[zəpʲɪsˈnojʊ ˈknʲiʂkəjʊ]
д'Артанья́н	dʺArtanʹján	[d‿ərtɐˈnʲjan]
окамене́вший	okamenévšij	[ɐkəmʲɪˈnʲefʂɨj]
работорго́влях	rabotorgóvljax	[rəbətɐrˈɡovlʲəx]
ради́стка	radístka	[rɐˈdʲistkə]
презре́нием	prezrénijem	[prʲɪzˈrʲenʲɪ(j)ɪm]
све́ев	svéjev	[ˈsvʲe(j)ɪf]
перевёртывающий	perevjórtyvajuščij	[pʲɪrʲɪˈvʲɵrtɨvəjʉɕːɪj]
фаре́рскому	farérskomu	[fɐˈrʲerskəmʊ]
переска́занных	pereskázannyx	[pʲɪrʲɪˈskazən(ː)ɨx]
анто́нимом	antónimom	[ɐnˈtonʲɪməm]
ухитря́лась	uxitrjálasʹ	[ʊxʲɪˈtrʲaləsʲ]
упое́ний	upojénij	[ʊpɐˈjenʲɪj]
отсыпа́ешься	otsypáješʹsja	[ɐt͡ssɨˈpa(j)ɪʂsʲə]
гнобя́щий	gnobjáščij	[ɡnɐˈbʲæɕːɪj]
бри́тту	bríttu	[ˈbrʲitʊ]
доро́жный фуга́с	doróžnyj fugás	[dɐˈroʐnɨj fʊˈɡas]
переска́занными	pereskázannymi	[pʲɪrʲɪˈskazən(ː)ɨmʲɪ]
тренажёрам	trenažóram	[trʲɪnɐˈʐorəm]
заплета́ть	zapletátʹ	[zəplʲɪˈtatʲ]
брита́нках	británkax	[brʲɪˈtankəx]
октя́брьский	oktjábrʹskij	[ɐkˈtʲabrʲskʲɪj]
шни́целей	šnícelej	[ˈʂnʲit͡sɨlʲɪj]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
необы́чен	neobýčen	[nʲɪɐˈbɨt͡ɕɪn]
двули́чиям	dvulíčijam	[dvʊˈlʲit͡ɕɪjəm]
ба́ксов	báksov	[ˈbaksəf]
безвы́ходный	bezvýxodnyj	[bʲɪzˈvɨxədnɨj]
жа́лкий	žálkij	[ˈʐalkʲɪj]
япо́нке	japónke	[(j)ɪˈponkʲe]
перебира́йтесь	perebirájtesʹ	[pʲɪrʲɪbʲɪˈrajtʲɪsʲ]
заколеба́ет	zakolebájet	[zəkəlʲɪˈba(j)ɪt]
популя́цию	populjáciju	[pəpʊˈlʲat͡sɨjʊ]
вы́скочке	výskočke	[ˈvɨskət͡ɕkʲe]
пома́зывать	pomázyvatʹ	[pɐˈmazɨvətʲ]
менделе́вию	mendeléviju	[mʲɪnʲdʲɪˈlʲevʲɪjʊ]
растя́пой	rastjápoj	[rɐˈsʲtʲapəj]
дезадапти́руете	dɛzadaptírujete	[dɨzədɐpˈtʲirʊ(j)ɪtʲe]
полови́цу	polovícu	[pəlɐˈvʲit͡sʊ]
ступе́нчатостей	stupénčatostej	[stʊˈpʲenʲt͡ɕɪtəsʲtʲɪj]
запа́хивавший	zapáxivavšij	[zɐˈpaxʲɪvəfʂɨj]
кана́вками	kanávkami	[kɐˈnafkəmʲɪ]
кра́мпетами	krámpetami	[ˈkram⁽ʲ⁾pʲɪtəmʲɪ]
говори́вший	govorívšij	[ɡəvɐˈrʲifʂɨj]
заворо́тится	zavorótitsja	[zəvɐˈrotʲɪt͡sə]
скла́дывав	skládyvav	[ˈskladɨvəf]
		
громкоговори́теля	gromkogovorítelja	[ɡrəmkəɡəvɐˈrʲitʲɪlʲə]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
кача́в	kačáv	[kɐˈt͡ɕaf]
игра́ющему	igrájuščemu	[ɪˈɡrajʉɕːɪmʊ]
полувёдер	poluvjóder	[ˌpolʊˈvʲɵdʲɪr]
произведе́ние иску́сства	proizvedénije iskússtva	[prəɪzvʲɪˈdʲenʲɪje ɪˈskustvə]
медоно́сная пчела́	medonósnaja pčelá	[mʲɪdɐˈnosnəjə pt͡ɕɪˈla]
съезжа́лось	sʺjezžálosʹ	[sjɪˈʐːaləsʲ]
поплетёмся	popletjómsja	[pəplʲɪˈtʲɵmsʲə]
пронесу́	pronesú	[prənʲɪˈsu]
перена́ймам	perenájmam	[pʲɪrʲɪˈnajməm]
обмя́кнем	obmjáknem	[ɐbˈmʲaknʲɪm]
плёнкам	pljónkam	[ˈplʲɵnkəm]
игло́ю	iglóju	[ɪˈɡlojʊ]
чи́тку	čítku	[ˈt͡ɕitkʊ]
наса́дка	nasádka	[nɐˈsatkə]
шпа́гой	špágoj	[ˈʂpaɡəj]
да́чника	dáčnika	[ˈdat͡ɕnʲɪkə]
неесте́ственность	nejestéstvennostʹ	[nʲɪ(j)ɪˈsʲtʲestvʲɪn(ː)əsʲtʲ]
поша́говый	pošágovyj	[pɐˈʂaɡəvɨj]
припарко́вываю	priparkóvyvaju	[prʲɪpɐrˈkovɨvəjʊ]
партко́мов	partkómov	[pɐrtˈkoməf]
самоотда́ч	samootdáč	[səmɐɐˈdat͡ɕ]
унижа́ете	unižájete	[ʊnʲɪˈʐa(j)ɪtʲe]
просветле́ешь	prosvetléješʹ	[prəsvʲɪtˈlʲe(j)ɪʂ]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
кузне́чику	kuznéčiku	[kʊzʲˈnʲet͡ɕɪkʊ]
самопоеда́ниями	samopojedánijami	[səməpə(j)ɪˈdanʲɪjəmʲɪ]
